disorder,prop_disorder,n_agents,p,s,m,n,dict_get_mode,dict_return_mode,avg_demand,avg_util,max_prop_disorder,max_disorder,scenario,run_time,single_stack_disorder
2,0.016666666666666666,1000,0.15000000000000002,3,40,6,{'random': 1},{'random': 1},27.77777777777778,1.5432098765432098,0.10000000000000002,12.000000000000002,random,0.7565360069274902,
3,0.025,1000,0.15000000000000002,3,40,6,{'random': 1},{'random': 1},27.77777777777778,1.5432098765432098,0.10000000000000002,12.000000000000002,random,0.7565360069274902,
2,0.016666666666666666,1000,0.15000000000000002,3,40,6,{'random': 1},{'random': 1},27.77777777777778,1.5432098765432098,0.10000000000000002,12.000000000000002,random,0.7565360069274902,
3,0.016666666666666666,1000,0.15000000000000002,3,60,9,{'random': 1},{'random': 1},27.77777777777778,1.02880658436214,0.10000000000000002,18.000000000000004,random,0.9265286922454834,
6,0.03333333333333333,1000,0.15000000000000002,3,60,9,{'random': 1},{'random': 1},27.77777777777778,1.02880658436214,0.10000000000000002,18.000000000000004,random,0.9265286922454834,
3,0.016666666666666666,1000,0.15000000000000002,3,60,9,{'random': 1},{'random': 1},27.77777777777778,1.02880658436214,0.10000000000000002,18.000000000000004,random,0.9265286922454834,
3,0.016666666666666666,1000,0.15000000000000002,3,60,9,{'random': 1},{'random': 1},27.77777777777778,1.02880658436214,0.10000000000000002,18.000000000000004,random,0.9265286922454834,
1,0.016666666666666666,1000,0.2,3,20,4,{'random': 1},{'random': 1},27.77777777777778,2.314814814814815,0.13333333333333336,8.000000000000002,random,0.6373105049133301,
1,0.016666666666666666,1000,0.2,3,20,4,{'random': 1},{'random': 1},27.77777777777778,2.314814814814815,0.13333333333333336,8.000000000000002,random,0.6373105049133301,
1,0.016666666666666666,1000,0.2,3,20,4,{'random': 1},{'random': 1},27.77777777777778,2.314814814814815,0.13333333333333336,8.000000000000002,random,0.6373105049133301,
2,0.03333333333333333,1000,0.2,3,20,4,{'random': 1},{'random': 1},27.77777777777778,2.314814814814815,0.13333333333333336,8.000000000000002,random,0.6373105049133301,
3,0.025,1000,0.2,3,40,8,{'random': 1},{'random': 1},27.77777777777778,1.1574074074074074,0.13333333333333336,16.000000000000004,random,0.8307843208312988,
1,0.008333333333333333,1000,0.2,3,40,8,{'random': 1},{'random': 1},27.77777777777778,1.1574074074074074,0.13333333333333336,16.000000000000004,random,0.8307843208312988,
3,0.025,1000,0.2,3,40,8,{'random': 1},{'random': 1},27.77777777777778,1.1574074074074074,0.13333333333333336,16.000000000000004,random,0.8307843208312988,
2,0.016666666666666666,1000,0.2,3,40,8,{'random': 1},{'random': 1},27.77777777777778,1.1574074074074074,0.13333333333333336,16.000000000000004,random,0.8307843208312988,
1,0.005555555555555556,1000,0.2,3,60,12,{'random': 1},{'random': 1},27.77777777777778,0.7716049382716049,0.13333333333333336,24.000000000000004,random,1.1140587329864502,
4,0.022222222222222223,1000,0.2,3,60,12,{'random': 1},{'random': 1},27.77777777777778,0.7716049382716049,0.13333333333333336,24.000000000000004,random,1.1140587329864502,
1,0.005555555555555556,1000,0.2,3,60,12,{'random': 1},{'random': 1},27.77777777777778,0.7716049382716049,0.13333333333333336,24.000000000000004,random,1.1140587329864502,
5,0.027777777777777776,1000,0.2,3,60,12,{'random': 1},{'random': 1},27.77777777777778,0.7716049382716049,0.13333333333333336,24.000000000000004,random,1.1140587329864502,
3,0.05,1000,0.25,3,20,5,{'random': 1},{'random': 1},27.77777777777778,1.8518518518518519,0.16666666666666666,10.0,random,1.059199571609497,
3,0.05,1000,0.25,3,20,5,{'random': 1},{'random': 1},27.77777777777778,1.8518518518518519,0.16666666666666666,10.0,random,1.059199571609497,
2,0.03333333333333333,1000,0.25,3,20,5,{'random': 1},{'random': 1},27.77777777777778,1.8518518518518519,0.16666666666666666,10.0,random,1.059199571609497,
3,0.05,1000,0.25,3,20,5,{'random': 1},{'random': 1},27.77777777777778,1.8518518518518519,0.16666666666666666,10.0,random,1.059199571609497,
2,0.016666666666666666,1000,0.25,3,40,10,{'random': 1},{'random': 1},27.77777777777778,0.9259259259259259,0.16666666666666666,20.0,random,1.3910484313964844,
1,0.008333333333333333,1000,0.25,3,40,10,{'random': 1},{'random': 1},27.77777777777778,0.9259259259259259,0.16666666666666666,20.0,random,1.3910484313964844,
4,0.03333333333333333,1000,0.25,3,40,10,{'random': 1},{'random': 1},27.77777777777778,0.9259259259259259,0.16666666666666666,20.0,random,1.3910484313964844,
5,0.041666666666666664,1000,0.25,3,40,10,{'random': 1},{'random': 1},27.77777777777778,0.9259259259259259,0.16666666666666666,20.0,random,1.3910484313964844,
6,0.03333333333333333,1000,0.25,3,60,15,{'random': 1},{'random': 1},27.77777777777778,0.6172839506172839,0.16666666666666666,30.0,random,1.72261643409729,
6,0.03333333333333333,1000,0.25,3,60,15,{'random': 1},{'random': 1},27.77777777777778,0.6172839506172839,0.16666666666666666,30.0,random,1.72261643409729,
0,0.0,1000,0.25,3,60,15,{'random': 1},{'random': 1},27.77777777777778,0.6172839506172839,0.16666666666666666,30.0,random,1.72261643409729,
3,0.016666666666666666,1000,0.25,3,60,15,{'random': 1},{'random': 1},27.77777777777778,0.6172839506172839,0.16666666666666666,30.0,random,1.72261643409729,
3,0.05,1000,0.30000000000000004,3,20,6,{'random': 1},{'random': 1},27.77777777777778,1.5432098765432098,0.20000000000000004,12.000000000000002,random,1.2302565574645996,
2,0.03333333333333333,1000,0.30000000000000004,3,20,6,{'random': 1},{'random': 1},27.77777777777778,1.5432098765432098,0.20000000000000004,12.000000000000002,random,1.2302565574645996,
5,0.08333333333333333,1000,0.30000000000000004,3,20,6,{'random': 1},{'random': 1},27.77777777777778,1.5432098765432098,0.20000000000000004,12.000000000000002,random,1.2302565574645996,
3,0.05,1000,0.30000000000000004,3,20,6,{'random': 1},{'random': 1},27.77777777777778,1.5432098765432098,0.20000000000000004,12.000000000000002,random,1.2302565574645996,
5,0.041666666666666664,1000,0.30000000000000004,3,40,12,{'random': 1},{'random': 1},27.77777777777778,0.7716049382716049,0.20000000000000004,24.000000000000004,random,1.4606897830963135,
6,0.05,1000,0.30000000000000004,3,40,12,{'random': 1},{'random': 1},27.77777777777778,0.7716049382716049,0.20000000000000004,24.000000000000004,random,1.4606897830963135,
7,0.058333333333333334,1000,0.30000000000000004,3,40,12,{'random': 1},{'random': 1},27.77777777777778,0.7716049382716049,0.20000000000000004,24.000000000000004,random,1.4606897830963135,
3,0.025,1000,0.30000000000000004,3,40,12,{'random': 1},{'random': 1},27.77777777777778,0.7716049382716049,0.20000000000000004,24.000000000000004,random,1.4606897830963135,
5,0.027777777777777776,1000,0.30000000000000004,3,60,18,{'random': 1},{'random': 1},27.77777777777778,0.51440329218107,0.20000000000000004,36.00000000000001,random,1.3658380508422852,
6,0.03333333333333333,1000,0.30000000000000004,3,60,18,{'random': 1},{'random': 1},27.77777777777778,0.51440329218107,0.20000000000000004,36.00000000000001,random,1.3658380508422852,
9,0.05,1000,0.30000000000000004,3,60,18,{'random': 1},{'random': 1},27.77777777777778,0.51440329218107,0.20000000000000004,36.00000000000001,random,1.3658380508422852,
8,0.044444444444444446,1000,0.30000000000000004,3,60,18,{'random': 1},{'random': 1},27.77777777777778,0.51440329218107,0.20000000000000004,36.00000000000001,random,1.3658380508422852,
1,0.016666666666666666,1000,0.35000000000000003,3,20,7,{'random': 1},{'random': 1},27.77777777777778,1.3227513227513228,0.21666666666666665,12.999999999999998,random,1.1654772758483887,
2,0.03333333333333333,1000,0.35000000000000003,3,20,7,{'random': 1},{'random': 1},27.77777777777778,1.3227513227513228,0.21666666666666665,12.999999999999998,random,1.1654772758483887,
2,0.03333333333333333,1000,0.35000000000000003,3,20,7,{'random': 1},{'random': 1},27.77777777777778,1.3227513227513228,0.21666666666666665,12.999999999999998,random,1.1654772758483887,
2,0.03333333333333333,1000,0.35000000000000003,3,20,7,{'random': 1},{'random': 1},27.77777777777778,1.3227513227513228,0.21666666666666665,12.999999999999998,random,1.1654772758483887,
3,0.025,1000,0.35000000000000003,3,40,14,{'random': 1},{'random': 1},27.77777777777778,0.6613756613756614,0.21666666666666665,25.999999999999996,random,1.3569436073303223,
2,0.016666666666666666,1000,0.35000000000000003,3,40,14,{'random': 1},{'random': 1},27.77777777777778,0.6613756613756614,0.21666666666666665,25.999999999999996,random,1.3569436073303223,
3,0.025,1000,0.35000000000000003,3,40,14,{'random': 1},{'random': 1},27.77777777777778,0.6613756613756614,0.21666666666666665,25.999999999999996,random,1.3569436073303223,
2,0.016666666666666666,1000,0.35000000000000003,3,40,14,{'random': 1},{'random': 1},27.77777777777778,0.6613756613756614,0.21666666666666665,25.999999999999996,random,1.3569436073303223,
11,0.06111111111111111,1000,0.35000000000000003,3,60,21,{'random': 1},{'random': 1},27.77777777777778,0.4409171075837743,0.21666666666666665,38.99999999999999,random,1.3798842430114746,
4,0.022222222222222223,1000,0.35000000000000003,3,60,21,{'random': 1},{'random': 1},27.77777777777778,0.4409171075837743,0.21666666666666665,38.99999999999999,random,1.3798842430114746,
6,0.03333333333333333,1000,0.35000000000000003,3,60,21,{'random': 1},{'random': 1},27.77777777777778,0.4409171075837743,0.21666666666666665,38.99999999999999,random,1.3798842430114746,
9,0.05,1000,0.35000000000000003,3,60,21,{'random': 1},{'random': 1},27.77777777777778,0.4409171075837743,0.21666666666666665,38.99999999999999,random,1.3798842430114746,
5,0.08333333333333333,1000,0.4,3,20,8,{'random': 1},{'random': 1},27.77777777777778,1.1574074074074074,0.19999999999999998,11.999999999999998,random,1.1792700290679932,
2,0.03333333333333333,1000,0.4,3,20,8,{'random': 1},{'random': 1},27.77777777777778,1.1574074074074074,0.19999999999999998,11.999999999999998,random,1.1792700290679932,
4,0.06666666666666667,1000,0.4,3,20,8,{'random': 1},{'random': 1},27.77777777777778,1.1574074074074074,0.19999999999999998,11.999999999999998,random,1.1792700290679932,
4,0.06666666666666667,1000,0.4,3,20,8,{'random': 1},{'random': 1},27.77777777777778,1.1574074074074074,0.19999999999999998,11.999999999999998,random,1.1792700290679932,
8,0.06666666666666667,1000,0.4,3,40,16,{'random': 1},{'random': 1},27.77777777777778,0.5787037037037037,0.19999999999999998,23.999999999999996,random,1.4242808818817139,
1,0.008333333333333333,1000,0.4,3,40,16,{'random': 1},{'random': 1},27.77777777777778,0.5787037037037037,0.19999999999999998,23.999999999999996,random,1.4242808818817139,
9,0.075,1000,0.4,3,40,16,{'random': 1},{'random': 1},27.77777777777778,0.5787037037037037,0.19999999999999998,23.999999999999996,random,1.4242808818817139,
4,0.03333333333333333,1000,0.4,3,40,16,{'random': 1},{'random': 1},27.77777777777778,0.5787037037037037,0.19999999999999998,23.999999999999996,random,1.4242808818817139,
18,0.1,1000,0.4,3,60,24,{'random': 1},{'random': 1},27.77777777777778,0.38580246913580246,0.19999999999999998,36.0,random,1.3728184700012207,
12,0.06666666666666667,1000,0.4,3,60,24,{'random': 1},{'random': 1},27.77777777777778,0.38580246913580246,0.19999999999999998,36.0,random,1.3728184700012207,
22,0.12222222222222222,1000,0.4,3,60,24,{'random': 1},{'random': 1},27.77777777777778,0.38580246913580246,0.19999999999999998,36.0,random,1.3728184700012207,
21,0.11666666666666667,1000,0.4,3,60,24,{'random': 1},{'random': 1},27.77777777777778,0.38580246913580246,0.19999999999999998,36.0,random,1.3728184700012207,
6,0.1,1000,0.45,3,20,9,{'random': 1},{'random': 1},27.77777777777778,1.02880658436214,0.18333333333333335,11.0,random,1.2827208042144775,
4,0.06666666666666667,1000,0.45,3,20,9,{'random': 1},{'random': 1},27.77777777777778,1.02880658436214,0.18333333333333335,11.0,random,1.2827208042144775,
5,0.08333333333333333,1000,0.45,3,20,9,{'random': 1},{'random': 1},27.77777777777778,1.02880658436214,0.18333333333333335,11.0,random,1.2827208042144775,
3,0.05,1000,0.45,3,20,9,{'random': 1},{'random': 1},27.77777777777778,1.02880658436214,0.18333333333333335,11.0,random,1.2827208042144775,
7,0.058333333333333334,1000,0.45,3,40,18,{'random': 1},{'random': 1},27.77777777777778,0.51440329218107,0.18333333333333335,22.0,random,1.3568940162658691,
5,0.041666666666666664,1000,0.45,3,40,18,{'random': 1},{'random': 1},27.77777777777778,0.51440329218107,0.18333333333333335,22.0,random,1.3568940162658691,
10,0.08333333333333333,1000,0.45,3,40,18,{'random': 1},{'random': 1},27.77777777777778,0.51440329218107,0.18333333333333335,22.0,random,1.3568940162658691,
11,0.09166666666666666,1000,0.45,3,40,18,{'random': 1},{'random': 1},27.77777777777778,0.51440329218107,0.18333333333333335,22.0,random,1.3568940162658691,
10,0.05555555555555555,1000,0.45,3,60,27,{'random': 1},{'random': 1},27.77777777777778,0.3429355281207133,0.18333333333333335,33.0,random,1.3619790077209473,
14,0.07777777777777778,1000,0.45,3,60,27,{'random': 1},{'random': 1},27.77777777777778,0.3429355281207133,0.18333333333333335,33.0,random,1.3619790077209473,
24,0.13333333333333333,1000,0.45,3,60,27,{'random': 1},{'random': 1},27.77777777777778,0.3429355281207133,0.18333333333333335,33.0,random,1.3619790077209473,
13,0.07222222222222222,1000,0.45,3,60,27,{'random': 1},{'random': 1},27.77777777777778,0.3429355281207133,0.18333333333333335,33.0,random,1.3619790077209473,
1,0.016666666666666666,1000,0.5,3,20,10,{'random': 1},{'random': 1},27.77777777777778,0.9259259259259259,0.16666666666666666,10.0,random,1.2871589660644531,
3,0.05,1000,0.5,3,20,10,{'random': 1},{'random': 1},27.77777777777778,0.9259259259259259,0.16666666666666666,10.0,random,1.2871589660644531,
3,0.05,1000,0.5,3,20,10,{'random': 1},{'random': 1},27.77777777777778,0.9259259259259259,0.16666666666666666,10.0,random,1.2871589660644531,
0,0.0,1000,0.5,3,20,10,{'random': 1},{'random': 1},27.77777777777778,0.9259259259259259,0.16666666666666666,10.0,random,1.2871589660644531,
6,0.05,1000,0.5,3,40,20,{'random': 1},{'random': 1},27.77777777777778,0.46296296296296297,0.16666666666666666,20.0,random,1.3464324474334717,
5,0.041666666666666664,1000,0.5,3,40,20,{'random': 1},{'random': 1},27.77777777777778,0.46296296296296297,0.16666666666666666,20.0,random,1.3464324474334717,
5,0.041666666666666664,1000,0.5,3,40,20,{'random': 1},{'random': 1},27.77777777777778,0.46296296296296297,0.16666666666666666,20.0,random,1.3464324474334717,
5,0.041666666666666664,1000,0.5,3,40,20,{'random': 1},{'random': 1},27.77777777777778,0.46296296296296297,0.16666666666666666,20.0,random,1.3464324474334717,
25,0.1388888888888889,1000,0.5,3,60,30,{'random': 1},{'random': 1},27.77777777777778,0.30864197530864196,0.16666666666666666,30.0,random,1.3998000621795654,
14,0.07777777777777778,1000,0.5,3,60,30,{'random': 1},{'random': 1},27.77777777777778,0.30864197530864196,0.16666666666666666,30.0,random,1.3998000621795654,
23,0.12777777777777777,1000,0.5,3,60,30,{'random': 1},{'random': 1},27.77777777777778,0.30864197530864196,0.16666666666666666,30.0,random,1.3998000621795654,
8,0.044444444444444446,1000,0.5,3,60,30,{'random': 1},{'random': 1},27.77777777777778,0.30864197530864196,0.16666666666666666,30.0,random,1.3998000621795654,
1,0.016666666666666666,1000,0.55,3,20,11,{'random': 1},{'random': 1},27.77777777777778,0.8417508417508418,0.18333333333333335,11.0,random,1.3582406044006348,
3,0.05,1000,0.55,3,20,11,{'random': 1},{'random': 1},27.77777777777778,0.8417508417508418,0.18333333333333335,11.0,random,1.3582406044006348,
3,0.05,1000,0.55,3,20,11,{'random': 1},{'random': 1},27.77777777777778,0.8417508417508418,0.18333333333333335,11.0,random,1.3582406044006348,
6,0.1,1000,0.55,3,20,11,{'random': 1},{'random': 1},27.77777777777778,0.8417508417508418,0.18333333333333335,11.0,random,1.3582406044006348,
18,0.15,1000,0.55,3,40,22,{'random': 1},{'random': 1},27.77777777777778,0.4208754208754209,0.18333333333333335,22.0,random,1.7908542156219482,
13,0.10833333333333334,1000,0.55,3,40,22,{'random': 1},{'random': 1},27.77777777777778,0.4208754208754209,0.18333333333333335,22.0,random,1.7908542156219482,
18,0.15,1000,0.55,3,40,22,{'random': 1},{'random': 1},27.77777777777778,0.4208754208754209,0.18333333333333335,22.0,random,1.7908542156219482,
14,0.11666666666666667,1000,0.55,3,40,22,{'random': 1},{'random': 1},27.77777777777778,0.4208754208754209,0.18333333333333335,22.0,random,1.7908542156219482,
27,0.15,1000,0.55,3,60,33,{'random': 1},{'random': 1},27.77777777777778,0.28058361391694725,0.18333333333333335,33.0,random,1.9489178657531738,
16,0.08888888888888889,1000,0.55,3,60,33,{'random': 1},{'random': 1},27.77777777777778,0.28058361391694725,0.18333333333333335,33.0,random,1.9489178657531738,
27,0.15,1000,0.55,3,60,33,{'random': 1},{'random': 1},27.77777777777778,0.28058361391694725,0.18333333333333335,33.0,random,1.9489178657531738,
8,0.044444444444444446,1000,0.55,3,60,33,{'random': 1},{'random': 1},27.77777777777778,0.28058361391694725,0.18333333333333335,33.0,random,1.9489178657531738,
5,0.08333333333333333,1000,0.6000000000000001,3,20,12,{'random': 1},{'random': 1},27.77777777777778,0.7716049382716049,0.20000000000000004,12.000000000000002,random,1.7942049503326416,
7,0.11666666666666667,1000,0.6000000000000001,3,20,12,{'random': 1},{'random': 1},27.77777777777778,0.7716049382716049,0.20000000000000004,12.000000000000002,random,1.7942049503326416,
8,0.13333333333333333,1000,0.6000000000000001,3,20,12,{'random': 1},{'random': 1},27.77777777777778,0.7716049382716049,0.20000000000000004,12.000000000000002,random,1.7942049503326416,
3,0.05,1000,0.6000000000000001,3,20,12,{'random': 1},{'random': 1},27.77777777777778,0.7716049382716049,0.20000000000000004,12.000000000000002,random,1.7942049503326416,
15,0.125,1000,0.6000000000000001,3,40,24,{'random': 1},{'random': 1},27.77777777777778,0.38580246913580246,0.20000000000000004,24.000000000000004,random,1.700988531112671,
7,0.058333333333333334,1000,0.6000000000000001,3,40,24,{'random': 1},{'random': 1},27.77777777777778,0.38580246913580246,0.20000000000000004,24.000000000000004,random,1.700988531112671,
16,0.13333333333333333,1000,0.6000000000000001,3,40,24,{'random': 1},{'random': 1},27.77777777777778,0.38580246913580246,0.20000000000000004,24.000000000000004,random,1.700988531112671,
14,0.11666666666666667,1000,0.6000000000000001,3,40,24,{'random': 1},{'random': 1},27.77777777777778,0.38580246913580246,0.20000000000000004,24.000000000000004,random,1.700988531112671,
24,0.13333333333333333,1000,0.6000000000000001,3,60,36,{'random': 1},{'random': 1},27.77777777777778,0.257201646090535,0.20000000000000004,36.00000000000001,random,1.484067440032959,
12,0.06666666666666667,1000,0.6000000000000001,3,60,36,{'random': 1},{'random': 1},27.77777777777778,0.257201646090535,0.20000000000000004,36.00000000000001,random,1.484067440032959,
18,0.1,1000,0.6000000000000001,3,60,36,{'random': 1},{'random': 1},27.77777777777778,0.257201646090535,0.20000000000000004,36.00000000000001,random,1.484067440032959,
24,0.13333333333333333,1000,0.6000000000000001,3,60,36,{'random': 1},{'random': 1},27.77777777777778,0.257201646090535,0.20000000000000004,36.00000000000001,random,1.484067440032959,
4,0.06666666666666667,1000,0.65,3,20,13,{'random': 1},{'random': 1},27.77777777777778,0.7122507122507122,0.2166666666666667,13.000000000000002,random,1.4033119678497314,
2,0.03333333333333333,1000,0.65,3,20,13,{'random': 1},{'random': 1},27.77777777777778,0.7122507122507122,0.2166666666666667,13.000000000000002,random,1.4033119678497314,
1,0.016666666666666666,1000,0.65,3,20,13,{'random': 1},{'random': 1},27.77777777777778,0.7122507122507122,0.2166666666666667,13.000000000000002,random,1.4033119678497314,
1,0.016666666666666666,1000,0.65,3,20,13,{'random': 1},{'random': 1},27.77777777777778,0.7122507122507122,0.2166666666666667,13.000000000000002,random,1.4033119678497314,
11,0.09166666666666666,1000,0.65,3,40,26,{'random': 1},{'random': 1},27.77777777777778,0.3561253561253561,0.2166666666666667,26.000000000000004,random,1.4282958507537842,
16,0.13333333333333333,1000,0.65,3,40,26,{'random': 1},{'random': 1},27.77777777777778,0.3561253561253561,0.2166666666666667,26.000000000000004,random,1.4282958507537842,
8,0.06666666666666667,1000,0.65,3,40,26,{'random': 1},{'random': 1},27.77777777777778,0.3561253561253561,0.2166666666666667,26.000000000000004,random,1.4282958507537842,
2,0.016666666666666666,1000,0.65,3,40,26,{'random': 1},{'random': 1},27.77777777777778,0.3561253561253561,0.2166666666666667,26.000000000000004,random,1.4282958507537842,
29,0.16111111111111112,1000,0.65,3,60,39,{'random': 1},{'random': 1},27.77777777777778,0.23741690408357075,0.2166666666666667,39.00000000000001,random,1.3944709300994873,
24,0.13333333333333333,1000,0.65,3,60,39,{'random': 1},{'random': 1},27.77777777777778,0.23741690408357075,0.2166666666666667,39.00000000000001,random,1.3944709300994873,
21,0.11666666666666667,1000,0.65,3,60,39,{'random': 1},{'random': 1},27.77777777777778,0.23741690408357075,0.2166666666666667,39.00000000000001,random,1.3944709300994873,
17,0.09444444444444444,1000,0.65,3,60,39,{'random': 1},{'random': 1},27.77777777777778,0.23741690408357075,0.2166666666666667,39.00000000000001,random,1.3944709300994873,
4,0.06666666666666667,1000,0.7000000000000001,3,20,14,{'random': 1},{'random': 1},27.77777777777778,0.6613756613756614,0.19999999999999996,11.999999999999996,random,1.4366755485534668,
